restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,swiggy_revenue_outlier_flag,zomato_revenue_outlier_flag,swiggy_orders_outlier_flag,zomato_orders_outlier_flag
REST000853,Restaurant_853,Bangalore,Bangalore_Locality_15,Cloud Kitchen,Continental,11,12:00,23:00,931,4.4,4755,4.4,230,4.4,460,Mid-Range,75,75,49,44,25,22,23,20,297,297,102465,106563,91327,95426,69,31,Zomato Better,Private Room; Rooftop; Bar; Alcohol; Dessert Bar,5,FALSE,TRUE,FALSE,06-10-2018,2778,Normal,Normal,Normal,Normal
REST000854,Restaurant_854,Bangalore,Bangalore_Locality_9,Cloud Kitchen,Street Food,1.5,10:00,23:00,3270,3.7,4870,4,4309,3.85,308,Mid-Range,30,30,38,27,26,22,12,16,321,347,73162,83363,68347,78158,66,34,Zomato Better,Alcohol; Takeaway; Parking; Vegan Options; Private Room; Rooftop,6,FALSE,TRUE,FALSE,13-01-2020,2314,Normal,Normal,Normal,Normal
REST000855,Restaurant_855,Bangalore,Bangalore_Locality_13,Qsr (Quick Service),Thai; Lebanese,2.9,11:00,22:00,3416,3.5,3641,4,3377,3.75,570,Mid-Range,34,34,20,29,21,19,7,17,231,264,104019,121888,100092,117400,64,36,Zomato Better,AC; Dessert Bar; Takeaway; Outdoor Seating; Rooftop; Vegan Options; Dine-in,7,FALSE,TRUE,TRUE,25-02-2020,2271,Normal,Normal,Normal,Normal
REST000856,Restaurant_856,Bangalore,Bangalore_Locality_17,Casual Dining,Korean; Japanese,9.8,12:00,22:00,3500,3.8,227,4,4011,3.9,164,Budget,69,69,48,42,23,17,6,11,252,266,31822,36207,23128,27030,51,49,Zomato Better,Vegan Options; Outdoor Seating; Live Music; Family Friendly; Private Room; Smoking Area,6,TRUE,FALSE,TRUE,31-01-2020,2296,Normal,Normal,Normal,Normal
REST000857,Restaurant_857,Bangalore,Bangalore_Locality_14,Casual Dining,Desserts; Thai,10.1,10:00,22:00,2518,4,3456,4.3,4030,4.15,821,Premium,70,70,38,46,22,22,16,20,242,260,154971,166498,146501,157398,53,47,Zomato Better,Bar; Family Friendly; Dine-in; Private Room; Smoking Area,5,TRUE,TRUE,TRUE,12-09-2017,3167,Normal,Normal,Normal,Normal
REST000858,Restaurant_858,Bangalore,Bangalore_Locality_11,Cafe,Bakery,5.4,12:00,23:00,204,3.2,2938,4.3,1050,3.75,1468,Luxury,47,47,40,38,22,18,9,18,118,159,135114,191397,132341,187661,57,43,Zomato Better,Dine-in; WiFi; Parking; Alcohol; Bar,5,TRUE,TRUE,FALSE,07-06-2025,342,Normal,Normal,Normal,Normal
REST000859,Restaurant_859,Bangalore,Bangalore_Locality_4,Fine Dine,Seafood; South Indian,11.4,12:00,23:00,959,4.2,4398,3.8,3646,4,383,Mid-Range,77,77,44,55,17,16,11,14,142,128,45140,41180,39673,36252,52,48,Swiggy Better,Family Friendly; Private Room; Smoking Area; Vegan Options; Rooftop; Alcohol; Dine-in; Outdoor Seating,8,TRUE,FALSE,FALSE,08-04-2017,3324,Normal,Normal,Normal,Normal
REST000860,Restaurant_860,Bangalore,Bangalore_Locality_9,Qsr (Quick Service),Mexican,6.5,11:00,23:00,1967,4.7,1909,4.1,3477,4.4,1025,Premium,52,52,46,35,18,18,30,25,268,234,225254,196677,218286,190593,46,54,Swiggy Better,Rooftop; Family Friendly; Alcohol; Dessert Bar,4,TRUE,TRUE,FALSE,22-04-2022,1484,Normal,Normal,Normal,Normal
REST000861,Restaurant_861,Bangalore,Bangalore_Locality_20,Qsr (Quick Service),Street Food; Fast Food,13.7,08:00,23:00,2771,4,4593,4.5,1717,4.25,227,Budget,88,88,58,59,19,21,19,40,248,279,45599,50033,34687,37757,52,48,Zomato Better,Private Room; Live Music; Smoking Area; Outdoor Seating,4,FALSE,TRUE,FALSE,27-01-2022,1569,Normal,Normal,Normal,Normal
REST000862,Restaurant_862,Bangalore,Bangalore_Locality_9,Fine Dine,Japanese,8.3,10:00,23:00,2418,4.4,1708,4.1,2466,4.25,747,Premium,61,61,44,32,14,16,21,21,175,163,112423,102279,107086,97307,51,49,Swiggy Better,WiFi; Dessert Bar; Takeaway; Private Room; Family Friendly; Smoking Area; Rooftop,7,FALSE,TRUE,TRUE,01-05-2021,1840,Normal,Normal,Normal,Normal
REST000863,Restaurant_863,Bangalore,Bangalore_Locality_3,Qsr (Quick Service),North Indian; Fast Food,7.9,10:00,22:00,415,3.4,820,3.2,1877,3.3,764,Premium,59,59,44,34,22,21,9,13,161,152,95943,91741,91193,87257,53,47,Swiggy Better,Bar; Family Friendly; Rooftop; Private Room,4,FALSE,TRUE,TRUE,13-01-2018,3044,Normal,Normal,Normal,Normal
REST000864,Restaurant_864,Bangalore,Bangalore_Locality_10,Food Truck,Continental,10.1,08:00,22:00,1018,4.2,2859,3.6,252,3.9,1327,Luxury,70,70,44,38,18,20,16,11,114,98,124047,104036,120057,100606,59,41,Swiggy Better,Family Friendly; Smoking Area; Takeaway; Vegan Options; AC; Dessert Bar,6,FALSE,FALSE,TRUE,31-05-2025,349,Normal,Normal,Normal,Normal
REST000865,Restaurant_865,Bangalore,Bangalore_Locality_9,Casual Dining,Mughlai; Cafe,3,08:00,22:00,161,4.4,1813,4.5,2210,4.45,1406,Luxury,35,35,29,30,18,20,23,37,202,206,232889,231708,229354,228103,53,47,Swiggy Better,Smoking Area; AC; Family Friendly; Parking,4,TRUE,TRUE,FALSE,20-12-2020,1972,Normal,Normal,Normal,Normal
REST000866,Restaurant_866,Bangalore,Bangalore_Locality_10,Food Truck,Chinese,4.5,07:00,23:00,1683,3.8,1740,4.5,2019,4.15,867,Premium,42,42,37,35,19,22,7,32,112,132,78654,89266,76302,86494,53,47,Zomato Better,Takeaway; Alcohol; AC,3,TRUE,FALSE,TRUE,10-11-2017,3108,Normal,Normal,Normal,Normal
REST000867,Restaurant_867,Bangalore,Bangalore_Locality_19,Cloud Kitchen,Bakery,11.8,12:00,23:00,1491,4.4,2926,3.6,4783,4,473,Mid-Range,79,79,44,44,27,24,12,9,317,260,109456,93464,96935,83194,64,36,Swiggy Better,Dine-in; Smoking Area; Live Music; Alcohol; Parking; Private Room; Outdoor Seating,7,FALSE,FALSE,TRUE,29-07-2025,290,Normal,Normal,Normal,Normal
REST000868,Restaurant_868,Bangalore,Bangalore_Locality_18,Qsr (Quick Service),Seafood; Desserts,6.3,08:00,22:00,606,3.7,1985,3.9,1922,3.8,285,Budget,51,51,37,42,21,18,15,12,180,190,40527,44403,35937,39558,53,47,Zomato Better,Vegan Options; Private Room; Live Music; Outdoor Seating; Parking,5,TRUE,TRUE,FALSE,14-05-2023,1097,Normal,Normal,Normal,Normal
REST000869,Restaurant_869,Bangalore,Bangalore_Locality_11,Food Truck,Thai,3.6,12:00,22:00,578,3.9,2348,4.5,2007,4.2,1052,Premium,38,38,26,32,18,21,10,36,101,116,87126,96405,85207,94201,47,53,Zomato Better,Dine-in; Takeaway; Bar,3,FALSE,TRUE,FALSE,29-04-2025,381,Normal,Normal,Normal,Normal
REST000870,Restaurant_870,Bangalore,Bangalore_Locality_3,Casual Dining,Korean,14.1,08:00,23:00,1054,3.6,861,4,131,3.8,1145,Premium,90,90,53,51,17,21,15,13,185,205,175814,185432,167489,176207,47,53,Zomato Better,AC; WiFi; Outdoor Seating; Parking; Family Friendly,5,TRUE,FALSE,TRUE,01-02-2019,2660,Normal,Normal,Normal,Normal
REST000871,Restaurant_871,Delhi,Delhi_Locality_7,Casual Dining,Mexican; Biryani,4,12:00,22:00,3342,3.8,1617,4.2,110,4,977,Premium,40,40,36,33,23,20,10,15,249,275,187320,214940,182340,209440,41,59,Zomato Better,Parking; Bar; Dine-in; Dessert Bar; Smoking Area; Outdoor Seating; Vegan Options; WiFi,8,TRUE,TRUE,TRUE,17-01-2023,1214,Normal,Normal,Normal,Normal
REST000872,Restaurant_872,Delhi,Delhi_Locality_2,Fine Dine,Mediterranean,2,09:00,23:00,338,4,166,3.5,791,3.75,972,Premium,30,30,25,30,15,13,7,9,125,109,103275,92174,101400,90539,53,47,Swiggy Better,Dine-in; Parking; Live Music,3,TRUE,TRUE,TRUE,31-10-2018,2753,Normal,Normal,Normal,Normal
REST000873,Restaurant_873,Delhi,Delhi_Locality_1,Fine Dine,Pan-Asian,1.9,12:00,22:00,2746,4.1,1711,3.8,2107,3.95,1244,Luxury,30,30,27,32,13,13,15,13,169,156,182905,168835,180370,166495,42,58,Swiggy Better,Takeaway; Rooftop; Live Music; Outdoor Seating; Private Room; Vegan Options,6,FALSE,FALSE,FALSE,14-12-2016,3439,Normal,Normal,Normal,Normal
REST000874,Restaurant_874,Delhi,Delhi_Locality_7,Cafe,Seafood,4.9,10:00,23:00,2080,4,3636,3.7,3517,3.85,160,Budget,44,44,37,40,18,18,11,14,185,171,24272,22435,20202,18673,54,46,Swiggy Better,Live Music; AC; Rooftop; Family Friendly; Dessert Bar,5,FALSE,TRUE,FALSE,09-03-2023,1163,Normal,Normal,Normal,Normal
REST000875,Restaurant_875,Delhi,Delhi_Locality_8,Casual Dining,Vietnamese,5.7,07:00,23:00,3449,3.5,3321,2.7,3048,3.1,830,Premium,48,48,34,35,22,23,10,8,231,178,149549,113759,144005,109487,47,53,Swiggy Better,Alcohol; Dine-in; Vegan Options; AC; Bar; WiFi; Takeaway; Rooftop,8,FALSE,FALSE,TRUE,31-10-2023,927,Normal,Normal,Normal,Normal
REST000876,Restaurant_876,Delhi,Delhi_Locality_10,Cloud Kitchen,Korean; Fast Food,13.2,09:00,23:00,3214,3.7,1921,4.1,2779,3.9,576,Mid-Range,86,86,44,48,24,27,14,20,319,354,139645,148849,125928,133627,69,31,Zomato Better,Live Music; Outdoor Seating; WiFi; Smoking Area; AC; Family Friendly; Private Room; Rooftop,8,TRUE,FALSE,TRUE,18-12-2020,1974,Normal,Normal,Normal,Normal
REST000877,Restaurant_877,Delhi,Delhi_Locality_14,Casual Dining,Lebanese,14.3,12:00,22:00,3081,3.9,2357,4.2,3375,4.05,1273,Luxury,91,91,49,60,20,19,6,22,249,268,253581,276342,242252,264148,44,56,Zomato Better,Alcohol; Outdoor Seating; WiFi; Vegan Options; Family Friendly; Bar; Live Music; Takeaway,8,FALSE,TRUE,TRUE,25-04-2022,1481,Normal,Normal,Normal,Normal
REST000878,Restaurant_878,Delhi,Delhi_Locality_13,Cafe,Thai,13.5,12:00,22:00,2140,3.9,2015,3.8,199,3.85,1168,Premium,87,87,53,46,20,18,5,6,181,176,169126,168565,161252,160909,53,47,Swiggy Better,Alcohol; Vegan Options; AC; Family Friendly; Smoking Area,5,TRUE,TRUE,FALSE,14-12-2021,1613,Normal,Normal,Normal,Normal
REST000879,Restaurant_879,Delhi,Delhi_Locality_4,Food Truck,Bakery,14.7,08:00,23:00,1661,4.1,1516,3.6,2658,3.85,1465,Luxury,93,93,53,57,22,18,19,10,120,106,137124,127337,131544,122408,57,43,Swiggy Better,Live Music; Private Room; Smoking Area; Vegan Options; Takeaway; Family Friendly,6,TRUE,FALSE,TRUE,28-02-2026,76,Normal,Normal,Normal,Normal
REST000880,Restaurant_880,Delhi,Delhi_Locality_3,Cloud Kitchen,Korean,14.9,08:00,23:00,479,3.9,2403,3.6,4656,3.75,1092,Premium,94,94,59,57,22,26,13,8,249,230,212088,185858,200385,175048,75,25,Swiggy Better,Parking; Live Music; Vegan Options; Takeaway,4,TRUE,TRUE,TRUE,02-12-2021,1625,Normal,Normal,Normal,Normal
REST000881,Restaurant_881,Delhi,Delhi_Locality_1,Casual Dining,Pan-Asian; Korean,2.1,12:00,22:00,3208,3.7,4803,3.9,287,3.8,316,Mid-Range,30,30,30,32,18,23,11,12,239,252,61929,61316,58344,57536,55,45,Swiggy Better,Rooftop; Live Music; Dessert Bar; WiFi; Alcohol; Takeaway; Bar; Dine-in,8,FALSE,TRUE,TRUE,13-02-2018,3013,Normal,Normal,Normal,Normal
REST000882,Restaurant_882,Delhi,Delhi_Locality_7,Fine Dine,Mexican,1,11:00,22:00,1058,4,2327,4,4747,4,1490,Luxury,30,30,25,19,12,17,15,11,137,137,179634,169427,177579,167372,41,59,Swiggy Better,Alcohol; Smoking Area; AC; Rooftop,4,TRUE,FALSE,TRUE,08-03-2020,2259,Normal,Normal,Normal,Normal
REST000883,Restaurant_883,Delhi,Delhi_Locality_2,Cafe,Chinese; Vietnamese,4.1,07:00,22:00,621,4,2706,4.8,2486,4.4,1283,Luxury,40,40,32,36,19,17,11,35,156,187,162119,199134,158999,195394,46,54,Zomato Better,Dessert Bar; Takeaway; Family Friendly; Vegan Options; Private Room; Live Music; Alcohol,7,FALSE,TRUE,FALSE,23-05-2025,357,Normal,Normal,Normal,Normal
REST000884,Restaurant_884,Delhi,Delhi_Locality_16,Cloud Kitchen,Italian; Chinese,2.2,08:00,22:00,3621,3.7,142,3.8,1118,3.75,771,Premium,31,31,35,25,28,25,15,6,332,341,184299,197183,179153,191897,55,45,Zomato Better,Takeaway; Smoking Area; Outdoor Seating; Alcohol; Family Friendly,5,FALSE,FALSE,FALSE,03-10-2024,589,Normal,Normal,Normal,Normal
REST000885,Restaurant_885,Delhi,Delhi_Locality_7,Cafe,Chinese; Vietnamese,14.6,11:00,23:00,1981,3.7,3521,4,1546,3.85,1389,Luxury,93,93,59,56,17,21,9,13,169,183,194835,200807,186976,192298,64,36,Zomato Better,AC; Takeaway; Rooftop; Vegan Options; WiFi; Outdoor Seating; Live Music; Bar,8,TRUE,FALSE,TRUE,07-02-2023,1193,Normal,Normal,Normal,Normal
REST000886,Restaurant_886,Delhi,Delhi_Locality_11,Fine Dine,Cafe,3.7,10:00,23:00,240,4.3,554,3.9,3340,4.1,1272,Luxury,38,38,32,36,14,17,25,9,133,120,145491,126691,142964,124411,43,57,Swiggy Better,Dine-in; Outdoor Seating; Dessert Bar,3,FALSE,FALSE,TRUE,31-10-2020,2022,Normal,Normal,Normal,Normal
REST000887,Restaurant_887,Delhi,Delhi_Locality_20,Cafe,Street Food,10.7,11:00,23:00,1160,3.5,4160,4.2,4681,3.85,1374,Luxury,73,73,46,48,21,21,10,23,146,175,158477,189955,153148,183568,52,48,Zomato Better,Parking; Dessert Bar; AC; Live Music; Smoking Area; Private Room,6,FALSE,TRUE,TRUE,26-09-2016,3518,Normal,Normal,Normal,Normal
REST000888,Restaurant_888,Delhi,Delhi_Locality_5,Cloud Kitchen,Lebanese; Street Food,6.2,12:00,23:00,575,3.9,3145,4.1,75,4,1125,Premium,51,51,38,37,28,28,6,8,252,265,204120,214650,197694,207892,61,39,Zomato Better,Private Room; AC; Alcohol,3,FALSE,TRUE,TRUE,14-05-2023,1097,Normal,Normal,Normal,Normal
REST000889,Restaurant_889,Delhi,Delhi_Locality_4,Cafe,Thai,13.2,12:00,23:00,44,3.5,2237,4.3,831,3.9,1145,Premium,86,86,53,53,18,20,6,13,126,155,118301,141980,112883,135315,54,46,Zomato Better,Private Room; Rooftop; Dessert Bar; Outdoor Seating; Bar,5,TRUE,TRUE,TRUE,05-02-2020,2291,Normal,Normal,Normal,Normal
REST000890,Restaurant_890,Delhi,Delhi_Locality_10,Casual Dining,Fast Food,0.7,10:00,23:00,1167,4.3,2942,3.6,4974,3.95,1360,Luxury,30,30,25,25,17,22,18,12,224,187,252851,198369,249491,195564,44,56,Swiggy Better,Rooftop; Takeaway; Live Music; Parking; Private Room; Dessert Bar; Smoking Area,7,FALSE,TRUE,FALSE,09-01-2017,3413,Normal,Normal,Normal,Normal
REST000891,Restaurant_891,Delhi,Delhi_Locality_5,Casual Dining,Mughlai; Street Food,2.9,11:00,22:00,2664,4,3587,4,2379,4,390,Mid-Range,34,34,23,21,20,23,24,17,245,245,76440,73573,72275,69408,45,55,Swiggy Better,Outdoor Seating; Alcohol; Dine-in,3,TRUE,TRUE,TRUE,03-12-2022,1259,Normal,Normal,Normal,Normal
REST000892,Restaurant_892,Delhi,Delhi_Locality_8,Food Truck,Seafood; Mughlai,4.9,09:00,22:00,2541,4.1,793,3.5,2161,3.8,739,Premium,44,44,29,35,21,21,11,7,132,113,77062,65970,74158,63484,54,46,Swiggy Better,Dessert Bar; Alcohol; Smoking Area,3,TRUE,TRUE,TRUE,18-12-2021,1609,Normal,Normal,Normal,Normal
REST000893,Restaurant_893,Delhi,Delhi_Locality_1,Qsr (Quick Service),Multi-Cuisine; Japanese,10.3,10:00,22:00,961,3.9,3652,3.8,2062,3.85,640,Mid-Range,71,71,47,41,19,19,10,10,198,193,102643,100051,95614,93199,57,43,Swiggy Better,Rooftop; Parking; Vegan Options; Smoking Area; WiFi; Dine-in,6,FALSE,TRUE,TRUE,31-10-2019,2388,Normal,Normal,Normal,Normal
REST000894,Restaurant_894,Delhi,Delhi_Locality_2,Cloud Kitchen,Vietnamese; Korean,10.5,08:00,23:00,1501,4.1,407,4,3192,4.05,829,Premium,72,72,42,47,24,25,11,12,296,289,186491,179685,175835,169281,64,36,Swiggy Better,Parking; Outdoor Seating; Family Friendly; AC; Takeaway; Live Music,6,FALSE,TRUE,TRUE,08-12-2022,1254,Normal,Normal,Normal,Normal
REST000895,Restaurant_895,Delhi,Delhi_Locality_1,Casual Dining,Pan-Asian,7.9,10:00,23:00,826,3.8,3268,3.8,2432,3.8,701,Premium,59,59,38,48,22,19,5,13,190,190,103888,107883,98283,102278,47,53,Zomato Better,Dessert Bar; Outdoor Seating; Live Music; Bar; Private Room,5,FALSE,TRUE,FALSE,27-11-2023,900,Normal,Normal,Normal,Normal
REST000896,Restaurant_896,Delhi,Delhi_Locality_3,Food Truck,North Indian; Desserts,7.1,09:00,22:00,546,3.9,3273,3.6,4928,3.75,371,Mid-Range,55,55,37,43,22,21,5,11,100,92,28938,26964,26188,24434,54,46,Swiggy Better,Private Room; Family Friendly; Vegan Options; AC,4,TRUE,TRUE,TRUE,06-03-2023,1166,Normal,Normal,Normal,Normal
REST000897,Restaurant_897,Delhi,Delhi_Locality_7,Qsr (Quick Service),Street Food,3.7,11:00,23:00,621,3.9,1495,3.7,1830,3.8,319,Mid-Range,38,38,29,37,20,18,9,5,190,180,48488,47084,44878,43664,61,39,Swiggy Better,Vegan Options; AC; Private Room; Outdoor Seating,4,TRUE,FALSE,TRUE,08-07-2024,676,Normal,Normal,Normal,Normal
REST000898,Restaurant_898,Delhi,Delhi_Locality_5,Cloud Kitchen,Seafood; Vietnamese,12.5,09:00,22:00,138,3.6,1458,4.3,986,3.95,885,Premium,82,82,47,43,24,23,5,22,220,262,147972,178539,138952,167797,73,27,Zomato Better,Outdoor Seating; Private Room; Parking; Dine-in,4,TRUE,TRUE,TRUE,17-11-2016,3466,Normal,Normal,Normal,Normal
REST000899,Restaurant_899,Delhi,Delhi_Locality_10,Food Truck,Fast Food,8.2,09:00,22:00,3394,4,790,4.1,4802,4.05,249,Budget,60,60,44,43,19,18,25,12,140,144,28236,29401,24036,25081,50,50,Zomato Better,Dine-in; Smoking Area; Private Room; Dessert Bar; Rooftop; Outdoor Seating; Parking,7,FALSE,TRUE,TRUE,23-01-2022,1573,Normal,Normal,Normal,Normal
REST000900,Restaurant_900,Delhi,Delhi_Locality_9,Casual Dining,Mughlai,10.7,11:00,23:00,292,3.7,30,4.4,3692,4.05,1336,Luxury,73,73,55,46,17,22,10,16,173,205,191836,213626,185521,206143,42,58,Zomato Better,Bar; Live Music; Takeaway; AC,4,FALSE,FALSE,TRUE,09-07-2017,3232,Normal,Normal,Normal,Normal
REST000901,Restaurant_901,Delhi,Delhi_Locality_15,Qsr (Quick Service),Mughlai,11.1,08:00,23:00,3461,4.7,2432,4.1,2899,4.4,551,Mid-Range,75,75,43,40,17,20,35,23,311,271,142229,119456,130567,109294,47,53,Swiggy Better,Bar; AC; Parking; Dine-in; Rooftop; Outdoor Seating,6,FALSE,FALSE,TRUE,15-07-2025,304,Normal,Normal,Normal,Normal
REST000902,Restaurant_902,Delhi,Delhi_Locality_3,Fine Dine,Korean,12.4,09:00,23:00,2684,3.6,617,3.9,500,3.75,469,Mid-Range,82,82,51,51,15,15,12,5,147,160,58601,63784,52574,57224,42,58,Zomato Better,Dessert Bar; Private Room; Family Friendly; Smoking Area; AC; Live Music,6,FALSE,TRUE,TRUE,08-10-2024,584,Normal,Normal,Normal,Normal
REST000903,Restaurant_903,Delhi,Delhi_Locality_18,Casual Dining,Biryani,5.7,07:00,22:00,666,3.6,2340,4.4,4209,4,902,Premium,48,48,26,42,19,18,9,16,176,216,128589,159762,124365,154578,41,59,Zomato Better,Dine-in; Smoking Area; Bar,3,TRUE,FALSE,FALSE,23-12-2016,3430,Normal,Normal,Normal,Normal
REST000904,Restaurant_904,Delhi,Delhi_Locality_5,Casual Dining,Korean; Korean,13.2,12:00,22:00,2909,4.1,2832,4.3,4920,4.2,1499,Luxury,86,86,44,44,18,23,18,13,258,270,317128,311642,306034,300032,46,54,Swiggy Better,Dessert Bar; Alcohol; Live Music; Smoking Area; Family Friendly; AC,6,FALSE,TRUE,FALSE,23-05-2016,3644,Normal,Normal,Normal,Normal
REST000905,Restaurant_905,Delhi,Delhi_Locality_4,Casual Dining,Thai,1.9,12:00,22:00,1155,4.3,1350,3.3,3515,3.8,954,Premium,30,30,27,33,22,22,21,6,224,171,166682,127244,163322,124679,53,47,Swiggy Better,Family Friendly; Outdoor Seating; WiFi; Parking,4,FALSE,TRUE,TRUE,25-03-2017,3338,Normal,Normal,Normal,Normal
REST000906,Restaurant_906,Delhi,Delhi_Locality_13,Cloud Kitchen,Pan-Asian; Mughlai,9.4,09:00,23:00,1712,3.5,1318,4,1359,3.75,720,Premium,67,67,46,37,27,22,11,14,259,296,136130,166233,127453,156317,69,31,Zomato Better,Dine-in; AC; Vegan Options; Outdoor Seating; Rooftop,5,FALSE,FALSE,FALSE,28-12-2021,1599,Normal,Normal,Normal,Normal
REST000907,Restaurant_907,Delhi,Delhi_Locality_14,Fine Dine,Continental; South Indian,11.6,10:00,23:00,3104,3.9,1905,3.8,2627,3.85,194,Budget,78,78,43,43,16,14,7,6,166,162,27051,27028,20577,20710,43,57,Zomato Better,Vegan Options; Takeaway; WiFi; AC,4,FALSE,TRUE,TRUE,14-03-2024,792,Normal,Normal,Normal,Normal
REST000908,Restaurant_908,Delhi,Delhi_Locality_18,Casual Dining,Seafood; Street Food,14.8,12:00,22:00,2854,3.9,4046,4.4,4656,4.15,1099,Premium,94,94,56,52,20,21,5,24,244,275,214524,238757,203056,225832,42,58,Zomato Better,Live Music; Smoking Area; Dessert Bar,3,TRUE,TRUE,FALSE,03-01-2023,1228,Normal,Normal,Normal,Normal
REST000909,Restaurant_909,Delhi,Delhi_Locality_8,Food Truck,Biryani; Continental,3.3,12:00,22:00,2672,3.7,2219,3.1,2604,3.4,281,Budget,36,36,30,26,21,17,8,11,121,101,26860,23556,24682,21738,53,47,Swiggy Better,Live Music; Dessert Bar; Outdoor Seating; Alcohol; AC; Smoking Area; Dine-in; Takeaway,8,TRUE,TRUE,TRUE,20-05-2016,3647,Normal,Normal,Normal,Normal
REST000910,Restaurant_910,Delhi,Delhi_Locality_17,Fine Dine,South Indian; Biryani,4.7,08:00,23:00,1129,4.3,4459,3.4,1677,3.85,569,Mid-Range,43,43,37,34,16,14,15,13,148,117,70738,57252,67556,54737,53,47,Swiggy Better,AC; Family Friendly; Bar; Rooftop; Dessert Bar; Takeaway; Live Music,7,FALSE,TRUE,FALSE,25-09-2016,3519,Normal,Normal,Normal,Normal
REST000911,Restaurant_911,Delhi,Delhi_Locality_10,Cafe,Biryani,13.4,11:00,22:00,3620,5,3444,4.2,2303,4.6,1313,Luxury,87,87,51,50,18,21,22,16,269,226,289621,234423,277920,224592,62,38,Swiggy Better,Dine-in; Private Room; Dessert Bar; Smoking Area; Takeaway,5,TRUE,FALSE,FALSE,06-01-2023,1225,Normal,Normal,Normal,Normal
REST000912,Restaurant_912,Delhi,Delhi_Locality_17,Fine Dine,Multi-Cuisine,10.9,12:00,22:00,2931,3.9,4301,4,4184,3.95,1331,Luxury,74,74,41,40,14,12,9,11,163,168,186579,196775,180548,190559,41,59,Zomato Better,Live Music; Takeaway; Parking; AC; Bar,5,FALSE,TRUE,TRUE,01-08-2018,2844,Normal,Normal,Normal,Normal
REST000913,Restaurant_913,Delhi,Delhi_Locality_4,Qsr (Quick Service),Bakery,4.5,08:00,23:00,2674,3.9,4152,4.3,419,4.1,553,Mid-Range,42,42,40,35,19,23,11,19,239,264,107055,112413,102036,106869,47,53,Zomato Better,Takeaway; Family Friendly; Private Room; Alcohol; WiFi; Dine-in,6,TRUE,TRUE,FALSE,21-07-2024,663,Normal,Normal,Normal,Normal
REST000914,Restaurant_914,Delhi,Delhi_Locality_20,Cafe,Italian,8.1,12:00,22:00,2318,3.8,775,4,884,3.9,899,Premium,60,60,36,40,20,20,6,25,180,189,129456,135928,124056,130258,65,35,Zomato Better,Family Friendly; Parking; Vegan Options; Bar; Alcohol; Live Music,6,TRUE,TRUE,TRUE,24-08-2021,1725,Normal,Normal,Normal,Normal
REST000915,Restaurant_915,Delhi,Delhi_Locality_11,Cloud Kitchen,South Indian; North Indian,14.6,08:00,23:00,2226,4.1,4426,4.3,558,4.2,1354,Luxury,93,93,51,57,25,23,17,17,321,336,325975,350306,311049,334682,69,31,Zomato Better,Dessert Bar; Vegan Options; Rooftop; Alcohol; Outdoor Seating; WiFi; Smoking Area,7,FALSE,FALSE,TRUE,22-11-2018,2731,Normal,Outlier,Normal,Normal
REST000916,Restaurant_916,Delhi,Delhi_Locality_11,Fine Dine,Street Food; Multi-Cuisine,8.6,12:00,23:00,302,3.7,3494,3.9,3514,3.8,1272,Luxury,63,63,32,43,17,13,7,13,115,121,121412,133903,117789,130091,40,60,Zomato Better,Live Music; Outdoor Seating; Family Friendly; Private Room; Rooftop,5,FALSE,FALSE,TRUE,24-08-2019,2456,Normal,Normal,Normal,Normal
REST000917,Restaurant_917,Delhi,Delhi_Locality_12,Qsr (Quick Service),Mughlai,12.3,07:00,22:00,2938,3.7,3046,4.7,2466,4.2,1023,Premium,81,81,52,51,20,18,5,37,233,296,190687,248302,181250,236314,61,39,Zomato Better,Smoking Area; Family Friendly; Outdoor Seating; Bar; Dine-in; Private Room; Live Music,7,TRUE,FALSE,FALSE,23-05-2017,3279,Normal,Normal,Normal,Normal
REST000918,Restaurant_918,Delhi,Delhi_Locality_4,Cloud Kitchen,Street Food; Italian,13.2,09:00,22:00,2083,3.7,3948,4.6,4138,4.15,948,Premium,86,86,54,59,25,22,6,21,285,354,202635,261761,190380,246539,56,44,Zomato Better,Bar; Private Room; WiFi; Outdoor Seating,4,TRUE,FALSE,FALSE,19-09-2018,2795,Normal,Normal,Normal,Normal
